date,Useable Date,model,start_configuration,complete_configuration,finance_calculator_visits,test_drives_submitted,finance_calc_leads_submitted,request_a_quote_form_submitted,car_model_visits,visits,natural_search_visits,paid_search_visits,paid_social_visits,email_visits,direct_visits,bounces,return_visitors,unique_visitors,Engine Type
"Apr 27, 2024",2024-04-27,Model_A,105,40,15,0,0,0,162,238,110,75,26,0,33,7,99,221,ICE
"May 1, 2024",2024-05-01,Model_A,97,36,26,0,0,0,154,244,105,71,16,21,28,19,92,224,ICE
"May 5, 2024",2024-05-05,Model_A,101,33,22,0,0,0,138,221,109,63,19,3,20,10,82,201,ICE
"May 9, 2024",2024-05-09,Model_A,91,41,14,0,0,0,128,191,97,55,8,4,26,4,85,182,ICE
"May 13, 2024",2024-05-13,Model_A,97,39,31,1,0,3,159,266,138,68,17,7,27,12,104,248,ICE
"May 17, 2024",2024-05-17,Model_A,86,31,31,2,0,4,140,236,110,65,15,12,33,10,90,218,ICE
"May 21, 2024",2024-05-21,Model_A,123,51,15,3,0,6,161,272,131,74,16,9,41,9,99,261,ICE
"May 25, 2024",2024-05-25,Model_A,83,21,13,1,0,0,98,188,91,51,10,2,34,10,61,168,ICE
"May 29, 2024",2024-05-29,Model_A,98,36,27,3,0,0,141,218,119,68,1,9,21,9,91,207,ICE
"Jun 2, 2024",2024-06-02,Model_A,85,28,12,0,0,0,135,199,118,54,0,0,25,11,73,190,ICE
"Jun 6, 2024",2024-06-06,Model_A,83,29,16,2,0,0,128,218,135,52,0,5,24,11,92,205,ICE
"Jun 10, 2024",2024-06-10,Model_A,94,30,18,0,0,0,143,237,129,62,0,4,37,16,97,220,ICE
"Jun 14, 2024",2024-06-14,Model_A,106,28,31,1,0,0,130,225,129,47,3,23,22,12,99,210,ICE
"Jun 18, 2024",2024-06-18,Model_A,107,46,23,3,0,5,172,239,140,60,0,4,40,7,104,227,ICE
"Jun 22, 2024",2024-06-22,Model_A,86,28,13,2,0,2,136,241,109,76,36,2,22,11,74,227,ICE
"Jun 26, 2024",2024-06-26,Model_A,91,33,24,2,0,0,230,355,174,102,23,2,56,14,149,337,ICE
"Jun 30, 2024",2024-06-30,Model_A,100,33,14,4,0,0,153,247,123,66,28,0,30,17,92,229,ICE
"Jul 4, 2024",2024-07-04,Model_A,81,26,32,3,0,2,134,251,127,64,14,4,41,15,110,227,ICE
"Jul 8, 2024",2024-07-08,Model_A,115,43,27,2,0,0,150,260,128,78,8,10,37,7,117,236,ICE
"Jul 12, 2024",2024-07-12,Model_A,100,44,13,0,0,0,126,218,131,52,2,5,26,14,94,204,ICE
"Jul 16, 2024",2024-07-16,Model_A,120,36,34,1,0,0,148,248,134,64,9,6,34,14,98,237,ICE
"Jul 20, 2024",2024-07-20,Model_A,127,47,21,1,0,2,189,287,139,62,3,44,35,14,118,270,ICE
"Jul 24, 2024",2024-07-24,Model_A,100,40,22,3,0,0,137,223,132,54,3,5,27,24,105,204,ICE
"Jul 28, 2024",2024-07-28,Model_A,103,46,10,1,0,0,137,212,111,67,3,0,31,11,80,194,ICE
"Aug 1, 2024",2024-08-01,Model_A,119,42,7,7,0,4,230,338,183,97,11,5,49,4,158,313,ICE
"Aug 5, 2024",2024-08-05,Model_A,117,39,16,1,0,0,170,276,151,69,4,7,47,11,115,260,ICE
"Aug 9, 2024",2024-08-09,Model_A,237,94,33,1,0,0,166,364,164,103,32,7,49,12,183,335,ICE
"Aug 13, 2024",2024-08-13,Model_A,119,46,21,1,0,2,142,247,128,63,15,10,32,15,107,234,ICE
"Aug 17, 2024",2024-08-17,Model_A,145,67,17,1,0,0,147,274,145,83,6,11,26,15,125,244,ICE
"Aug 21, 2024",2024-08-21,Model_A,152,47,33,5,0,0,177,313,137,76,19,35,44,16,121,291,ICE
"Aug 25, 2024",2024-08-25,Model_A,129,63,34,2,0,0,144,266,135,57,16,4,48,13,103,249,ICE
"Aug 29, 2024",2024-08-29,Model_A,98,43,37,0,0,2,144,246,100,67,15,26,37,11,86,233,ICE
"Sep 2, 2024",2024-09-02,Model_A,134,51,35,1,0,2,143,263,142,74,4,7,34,6,123,248,ICE
"Sep 6, 2024",2024-09-06,Model_A,146,53,24,3,0,0,108,222,102,71,1,6,41,9,110,203,ICE
"Sep 10, 2024",2024-09-10,Model_A,136,51,25,1,0,2,131,273,127,82,1,28,27,13,124,249,ICE
"Jan 4, 2024",2024-01-04,Model_A,1513,493,195,11,0,2,2481,3592,1829,1110,34,180,455,230,1208,3314,ICE
"Jan 8, 2024",2024-01-08,Model_A,1782,567,213,29,0,6,2826,3987,2089,1338,38,57,472,298,1431,3668,ICE
"Jan 12, 2024",2024-01-12,Model_A,1693,509,244,19,0,4,2685,3882,2008,1186,64,118,464,256,1283,3601,ICE
"Jan 16, 2024",2024-01-16,Model_A,1695,485,214,20,4,13,2738,3909,2155,1178,58,61,438,256,1310,3571,ICE
"Jan 20, 2024",2024-01-20,Model_A,1639,534,283,18,1,10,2807,4051,2055,1218,82,198,483,293,1268,3750,ICE
"Jan 24, 2024",2024-01-24,Model_A,2925,831,263,17,1,10,4704,6481,3721,1714,108,71,815,532,2118,5989,ICE
"Jan 28, 2024",2024-01-28,Model_A,1787,566,1,16,0,2,3006,3915,2231,1114,55,36,475,304,1177,3603,ICE
"Feb 1, 2024",2024-02-01,Model_A,1452,469,1,21,0,2,2579,3384,1977,937,38,37,376,282,1188,3134,ICE
"Feb 5, 2024",2024-02-05,Model_A,1673,578,5,30,0,12,2725,3596,2111,821,117,78,415,270,1217,3305,ICE
"Feb 9, 2024",2024-02-09,Model_A,1631,587,1,20,0,8,2842,3789,1900,976,137,295,416,305,1287,3496,ICE
"Feb 13, 2024",2024-02-13,Model_A,1446,446,1,12,0,4,2508,3339,1825,914,144,85,365,249,1212,3125,ICE
"Feb 17, 2024",2024-02-17,Model_A,1421,490,4,18,0,4,2436,3268,1735,959,149,49,402,240,1015,3016,ICE
"Feb 21, 2024",2024-02-21,Model_A,1489,474,2,17,0,8,2524,3368,1848,984,68,57,405,285,1161,3104,ICE
"Sep 15, 2024",2024-09-15,Model_A,124,52,22,2,0,2,119,213,109,67,5,1,29,9,95,198,ICE
"Sep 19, 2024",2024-09-19,Model_A,132,42,17,3,0,2,133,220,108,75,2,6,31,5,91,206,ICE
"Sep 23, 2024",2024-09-23,Model_A,93,27,17,3,0,2,118,212,103,69,2,5,30,12,100,195,ICE
"Sep 27, 2024",2024-09-27,Model_A,97,34,19,1,0,0,117,196,95,61,5,5,29,7,70,183,ICE
"Oct 1, 2024",2024-10-01,Model_A,109,34,29,3,0,0,141,226,133,53,0,4,33,8,97,212,ICE
"Oct 5, 2024",2024-10-05,Model_A,110,39,25,1,0,0,127,214,131,44,0,2,39,11,82,196,ICE
"Oct 9, 2024",2024-10-09,Model_A,143,51,9,0,0,0,154,247,124,73,1,12,38,10,106,217,ICE
"Oct 13, 2024",2024-10-13,Model_A,142,41,15,3,0,0,130,218,111,76,1,2,29,8,93,194,ICE
"Oct 17, 2024",2024-10-17,Model_A,117,37,19,0,0,0,131,239,137,74,0,1,28,10,105,224,ICE
"Oct 21, 2024",2024-10-21,Model_A,121,56,15,1,0,0,138,229,128,59,1,3,33,9,108,220,ICE
"Oct 25, 2024",2024-10-25,Model_A,32,9,29,0,0,0,177,240,120,91,1,1,40,0,100,230,ICE
"Oct 29, 2024",2024-10-29,Model_A,96,44,14,5,0,2,136,216,103,64,0,5,39,0,106,196,ICE
"Nov 2, 2024",2024-11-02,Model_A,109,44,18,2,0,2,161,251,150,71,2,0,31,12,89,235,ICE
"Nov 6, 2024",2024-11-06,Model_A,124,57,18,3,0,0,121,229,119,48,3,15,33,8,93,212,ICE
"Nov 10, 2024",2024-11-10,Model_A,105,46,14,3,0,0,131,222,105,69,0,3,41,11,92,204,ICE
"Nov 14, 2024",2024-11-14,Model_A,149,69,21,6,0,0,128,252,128,82,1,4,35,9,106,228,ICE
"Nov 18, 2024",2024-11-18,Model_A,126,54,14,1,0,0,131,225,113,76,4,5,33,5,96,211,ICE
"Jan 2, 2024",2024-01-02,Model_B,731,269,154,14,0,14,1349,2032,1105,595,46,43,249,99,648,1867,ICE
"Jan 6, 2024",2024-01-06,Model_B,745,225,155,11,1,8,1538,2266,1053,852,43,66,283,130,706,2102,ICE
"Jan 10, 2024",2024-01-10,Model_B,737,221,156,7,0,0,1563,2281,1118,769,47,39,321,126,718,2108,ICE
"Jan 14, 2024",2024-01-14,Model_B,838,307,239,10,0,2,1740,2533,1223,890,95,40,342,141,794,2312,ICE
"Jan 18, 2024",2024-01-18,Model_B,766,273,218,6,0,10,1559,2291,1094,738,96,69,297,122,749,2161,ICE
"Jan 22, 2024",2024-01-22,Model_B,869,266,182,16,0,4,1653,2474,1196,801,83,64,330,122,824,2289,ICE
"Jan 26, 2024",2024-01-26,Model_B,758,232,1,7,0,4,1633,2089,989,646,35,153,252,103,724,1930,ICE
"Jan 30, 2024",2024-01-30,Model_B,950,275,1,13,0,10,1670,2263,1232,592,48,48,317,74,785,2059,ICE
"Feb 3, 2024",2024-02-03,Model_B,958,358,3,18,0,2,1627,2186,1129,684,22,62,284,85,752,1996,ICE
"Feb 25, 2024",2024-02-25,Model_A,1313,427,1,13,0,4,2285,3037,1673,875,67,24,414,258,959,2799,ICE
"Feb 29, 2024",2024-02-29,Model_A,1454,418,1,25,0,8,2393,3191,1945,727,63,47,401,249,1075,2915,ICE
"Mar 4, 2024",2024-03-04,Model_A,1564,480,2,16,0,2,2438,3285,1789,997,52,40,429,260,1104,3005,ICE
"Mar 8, 2024",2024-03-08,Model_A,1499,459,243,13,0,2,2302,3234,1656,1054,62,57,372,223,1075,2975,ICE
"Mar 12, 2024",2024-03-12,Model_A,1528,438,245,15,0,9,2328,3341,1693,1090,67,80,405,256,1192,3089,ICE
"Mar 16, 2024",2024-03-16,Model_A,1137,374,243,5,0,8,2277,3118,1583,1081,48,63,363,219,981,2867,ICE
"Mar 20, 2024",2024-03-20,Model_A,1178,353,236,13,0,12,2109,2969,1614,972,39,19,349,241,990,2750,ICE
"Mar 24, 2024",2024-03-24,Model_A,1286,481,301,6,0,4,2508,3365,1503,1463,61,13,395,287,943,3122,ICE
"Mar 28, 2024",2024-03-28,Model_A,1077,361,225,9,0,6,2249,3011,1409,1198,35,13,379,247,952,2813,ICE
"Apr 1, 2024",2024-04-01,Model_A,1018,370,232,7,0,4,2102,2772,1414,1040,8,16,322,213,805,2609,ICE
"Apr 5, 2024",2024-04-05,Model_A,998,330,262,13,0,6,2028,2767,1489,871,10,38,345,239,896,2579,ICE
"Apr 9, 2024",2024-04-09,Model_A,965,354,256,9,0,8,2207,2952,1562,895,16,80,357,244,990,2766,ICE
"Apr 13, 2024",2024-04-13,Model_A,979,372,196,5,0,6,2561,3106,1445,1033,11,11,408,239,1134,2842,ICE
"Apr 17, 2024",2024-04-17,Model_A,1055,324,232,4,0,0,2882,3509,1952,1118,29,15,485,266,1262,3217,ICE
"Apr 21, 2024",2024-04-21,Model_A,903,339,248,5,0,4,2636,3134,1577,1110,28,8,392,219,947,2918,ICE
"Apr 25, 2024",2024-04-25,Model_A,2548,982,295,10,0,18,7024,7853,2269,1346,3676,36,616,632,1867,7377,ICE
"Apr 29, 2024",2024-04-29,Model_A,5275,2071,534,19,0,35,17163,18147,2680,1146,5106,8597,762,1238,4001,17133,ICE
"May 3, 2024",2024-05-03,Model_A,2008,725,288,4,0,0,6807,7597,2001,1212,3811,187,487,815,1867,7217,ICE
"May 7, 2024",2024-05-07,Model_A,1817,683,294,5,0,8,6284,7094,1923,1247,3401,90,509,797,1697,6702,ICE
"May 11, 2024",2024-05-11,Model_A,1460,491,222,7,0,4,5113,5787,1593,1037,2767,24,464,652,1315,5473,ICE
"May 15, 2024",2024-05-15,Model_A,1875,655,293,11,0,25,5952,6955,2007,1317,2425,738,523,688,1850,6563,ICE
"May 19, 2024",2024-05-19,Model_A,1146,407,206,8,0,15,2544,3238,1493,1204,168,41,417,212,1044,2967,ICE
"May 23, 2024",2024-05-23,Model_A,1471,471,234,14,0,14,3304,4256,1898,1324,148,473,509,261,1430,3933,ICE
"May 27, 2024",2024-05-27,Model_A,1201,419,214,9,0,4,2930,3722,1831,1219,132,75,537,245,1235,3416,ICE
"May 31, 2024",2024-05-31,Model_A,1376,398,213,8,0,3,3484,4419,2451,1336,32,68,582,436,1508,4031,ICE
"Jun 4, 2024",2024-06-04,Model_A,1398,406,240,13,0,16,3227,4166,2275,1193,22,130,582,337,1535,3815,ICE
"Jun 8, 2024",2024-06-08,Model_A,1043,324,209,1,0,0,2595,3290,1690,1075,17,25,528,244,1068,2996,ICE
"Feb 7, 2024",2024-02-07,Model_B,997,349,1,16,0,8,2229,2899,1177,1059,273,79,394,73,1047,2655,ICE
"Feb 11, 2024",2024-02-11,Model_B,1152,430,2,17,0,8,2409,3159,1234,1225,291,107,430,72,1000,2867,ICE
"Feb 15, 2024",2024-02-15,Model_B,1115,400,0,15,0,14,2558,3232,1256,1092,180,397,422,106,1098,2912,ICE
"Feb 19, 2024",2024-02-19,Model_B,1020,345,1,17,0,10,2028,2718,1208,1008,87,95,411,89,971,2436,ICE
"Feb 23, 2024",2024-02-23,Model_B,882,263,0,8,0,2,1812,2339,896,754,391,39,287,79,802,2163,ICE
"Feb 27, 2024",2024-02-27,Model_B,982,234,0,5,0,8,2063,2657,976,919,171,337,280,84,911,2473,ICE
"Mar 2, 2024",2024-03-02,Model_B,906,305,2,16,0,6,1766,2266,925,913,121,44,305,68,706,2078,ICE
"Mar 6, 2024",2024-03-06,Model_B,948,338,321,11,0,0,1584,2322,966,883,128,45,314,49,800,2120,ICE
"Mar 10, 2024",2024-03-10,Model_B,1126,413,377,7,0,8,1849,2671,1022,1157,181,50,309,74,873,2454,ICE
"Mar 14, 2024",2024-03-14,Model_B,973,276,304,4,0,5,1736,2436,888,1021,129,52,348,87,779,2264,ICE
"Mar 18, 2024",2024-03-18,Model_B,964,356,254,5,0,12,1689,2352,970,1023,46,25,295,67,837,2179,ICE
"Mar 22, 2024",2024-03-22,Model_B,837,274,243,11,0,4,1634,2193,846,1039,24,30,290,84,743,2038,ICE
"Mar 26, 2024",2024-03-26,Model_B,931,316,300,8,0,12,1895,2582,942,1313,39,12,322,81,827,2373,ICE
"Mar 30, 2024",2024-03-30,Model_B,851,323,13,5,0,2,1590,2006,774,952,37,6,258,77,677,1834,ICE
"Apr 3, 2024",2024-04-03,Model_B,976,337,311,2,0,15,1580,2247,1016,859,0,13,362,71,772,2033,ICE
"Apr 7, 2024",2024-04-07,Model_B,810,288,300,10,0,6,1521,2092,890,830,93,5,294,64,633,1944,ICE
"Apr 11, 2024",2024-04-11,Model_B,932,284,196,7,0,17,1559,2215,838,806,91,24,330,104,781,2020,ICE
"Apr 15, 2024",2024-04-15,Model_B,955,335,290,6,0,8,1578,2313,851,821,169,14,361,88,737,2137,ICE
"Apr 19, 2024",2024-04-19,Model_B,899,311,211,5,0,6,1703,2347,904,889,163,13,334,110,760,2132,ICE
"Apr 23, 2024",2024-04-23,Model_B,942,309,355,8,0,11,1770,2566,878,1017,183,121,354,101,865,2356,ICE
"Apr 27, 2024",2024-04-27,Model_B,1043,378,259,8,0,8,1813,2512,1000,938,218,7,381,109,755,2276,ICE
"May 1, 2024",2024-05-01,Model_B,919,323,257,7,0,2,1702,2378,929,780,176,82,432,96,765,2154,ICE
"May 5, 2024",2024-05-05,Model_B,834,329,254,2,0,2,1442,2114,872,818,104,20,315,88,664,1904,ICE
"May 9, 2024",2024-05-09,Model_B,858,313,209,6,0,11,1333,2013,832,802,86,19,266,96,680,1824,ICE
"May 13, 2024",2024-05-13,Model_B,883,354,301,9,0,23,1686,2423,973,872,202,33,318,71,783,2215,ICE
"May 17, 2024",2024-05-17,Model_B,939,340,265,10,0,28,1452,2199,841,759,218,69,317,53,724,2007,ICE
"May 21, 2024",2024-05-21,Model_B,1007,353,282,14,0,29,1543,2337,958,798,151,72,343,69,789,2112,ICE
"May 25, 2024",2024-05-25,Model_B,844,350,212,6,0,7,1361,1992,749,806,124,29,264,67,638,1819,ICE
"May 29, 2024",2024-05-29,Model_B,853,297,250,11,0,12,1475,2162,836,842,77,82,321,93,728,1945,ICE
"Jun 2, 2024",2024-06-02,Model_B,833,310,219,2,0,0,1445,1979,742,774,150,6,317,73,642,1828,ICE
"Jun 6, 2024",2024-06-06,Model_B,798,307,206,5,0,13,1445,2050,835,754,99,34,319,68,680,1879,ICE
"Jun 10, 2024",2024-06-10,Model_B,894,325,248,1,0,2,1489,2139,836,793,82,43,363,50,729,1964,ICE
"Jun 14, 2024",2024-06-14,Model_B,858,279,277,6,0,3,1469,2197,875,752,102,148,323,50,719,2000,ICE
"Jun 18, 2024",2024-06-18,Model_B,938,317,222,6,0,9,1779,2429,876,878,194,39,392,56,784,2259,ICE
"Jun 22, 2024",2024-06-22,Model_B,901,309,209,0,0,8,1455,2122,795,749,193,6,340,50,709,1930,ICE
"Jun 26, 2024",2024-06-26,Model_B,824,316,226,9,0,4,1441,2051,792,764,178,44,286,44,660,1891,ICE
"Jun 30, 2024",2024-06-30,Model_B,808,311,215,4,0,5,1444,2056,766,884,123,7,275,58,670,1907,ICE
"Jul 4, 2024",2024-07-04,Model_B,900,344,319,9,0,10,1528,2277,809,1001,143,32,291,52,842,2091,ICE
"Jul 8, 2024",2024-07-08,Model_B,944,317,270,8,0,10,1536,2222,912,894,64,79,292,40,772,2034,ICE
"Jul 12, 2024",2024-07-12,Model_B,1016,372,267,3,0,4,1552,2289,871,901,96,90,340,42,801,2080,ICE
"Jul 16, 2024",2024-07-16,Model_B,879,317,336,11,0,14,1536,2301,854,940,106,153,253,66,742,2092,ICE
"Jul 20, 2024",2024-07-20,Model_B,833,319,272,7,0,10,1492,2133,883,778,73,97,314,43,647,1945,ICE
"Jul 24, 2024",2024-07-24,Model_B,674,287,351,9,0,24,1536,1999,871,659,113,119,255,57,670,1827,ICE
"Jul 28, 2024",2024-07-28,Model_B,665,273,216,3,0,2,1293,1800,654,813,104,29,242,57,573,1657,ICE
"Aug 1, 2024",2024-08-01,Model_B,933,300,311,3,0,0,1336,2116,884,758,109,80,296,74,669,1953,ICE
"Aug 5, 2024",2024-08-05,Model_B,866,325,285,2,0,8,1492,2273,849,910,100,89,326,50,791,2080,ICE
"Aug 9, 2024",2024-08-09,Model_B,850,331,286,6,0,10,1426,2147,779,878,112,97,298,54,756,1965,ICE
"Aug 13, 2024",2024-08-13,Model_B,819,290,300,4,0,4,1579,2309,887,968,100,97,270,68,756,2113,ICE
"Aug 17, 2024",2024-08-17,Model_B,852,338,250,10,0,15,1460,2111,746,985,55,73,274,55,666,1925,ICE
"Aug 21, 2024",2024-08-21,Model_B,1088,465,454,14,0,28,2270,3078,904,1076,205,539,339,78,990,2830,ICE
"Aug 25, 2024",2024-08-25,Model_B,816,340,532,11,0,12,1293,2166,828,776,227,101,269,50,733,1975,ICE
"Aug 29, 2024",2024-08-29,Model_B,829,321,573,19,0,14,1555,2540,873,853,181,366,282,62,871,2331,ICE
"Sep 2, 2024",2024-09-02,Model_B,866,332,298,12,0,10,1424,2229,873,784,121,181,281,52,762,2001,ICE
"Sep 6, 2024",2024-09-06,Model_B,789,302,269,17,0,0,1591,2226,684,1165,76,64,263,78,804,2027,ICE
"Sep 10, 2024",2024-09-10,Model_B,937,358,383,15,0,8,1548,2383,833,1018,69,184,313,59,839,2127,ICE
"Sep 14, 2024",2024-09-14,Model_B,848,309,243,14,0,4,1349,1986,673,916,60,81,268,59,619,1797,ICE
"Sep 18, 2024",2024-09-18,Model_B,783,291,296,6,0,10,1356,1991,734,884,6,117,252,46,647,1794,ICE
"Sep 22, 2024",2024-09-22,Model_B,866,368,210,3,0,2,1528,2087,785,995,44,22,281,39,704,1902,ICE
"Sep 26, 2024",2024-09-26,Model_B,811,311,317,12,0,4,1280,1964,722,901,47,69,250,53,673,1797,ICE
"Sep 30, 2024",2024-09-30,Model_B,774,270,286,20,0,11,1328,1944,843,733,46,89,251,49,652,1811,ICE
"Oct 4, 2024",2024-10-04,Model_B,658,235,187,10,0,4,1437,1943,724,667,260,92,223,47,635,1812,ICE
"Oct 8, 2024",2024-10-08,Model_B,718,255,221,8,0,4,1651,2170,693,938,246,62,272,54,710,2031,ICE
"Oct 12, 2024",2024-10-12,Model_B,701,291,203,6,0,0,1669,2150,657,995,235,45,250,70,665,1992,ICE
"Oct 16, 2024",2024-10-16,Model_B,724,284,229,18,0,12,1562,2087,719,891,216,71,216,69,646,1937,ICE
"Oct 20, 2024",2024-10-20,Model_B,777,286,229,9,0,8,1646,2187,782,944,175,34,289,65,643,2005,ICE
"Oct 24, 2024",2024-10-24,Model_B,700,267,213,10,0,0,1894,2419,645,1280,183,58,286,118,767,2277,ICE
"Oct 28, 2024",2024-10-28,Model_B,919,362,219,13,0,10,1823,2569,810,1244,198,72,281,108,800,2387,ICE
"Nov 1, 2024",2024-11-01,Model_B,700,270,192,7,0,0,1465,1970,644,953,152,38,333,32,653,1815,ICE
"Nov 5, 2024",2024-11-05,Model_B,738,267,226,9,0,10,1414,1970,759,763,87,88,267,54,672,1830,ICE
"Nov 9, 2024",2024-11-09,Model_B,4,0,1,10,0,4,2011,2055,679,871,381,22,453,9,675,1930,ICE
"Nov 13, 2024",2024-11-13,Model_B,664,298,232,13,0,19,1632,2116,664,699,495,50,223,45,653,1985,ICE
"Nov 17, 2024",2024-11-17,Model_B,693,273,215,15,0,4,1499,1961,599,937,149,34,274,43,572,1820,ICE
"Jun 12, 2024",2024-06-12,Model_A,1246,368,224,1,0,2,2850,3684,2004,1105,10,71,549,291,1276,3361,ICE
"Jun 16, 2024",2024-06-16,Model_A,1069,315,190,3,0,0,2417,3039,1530,1064,20,22,478,205,950,2788,ICE
"Jun 20, 2024",2024-06-20,Model_A,3510,1527,281,12,0,32,6416,7713,2152,1520,3309,82,764,678,2031,7049,ICE
"Jun 24, 2024",2024-06-24,Model_A,3044,1130,318,9,0,19,7070,8268,1998,1379,4187,55,677,961,1944,7805,ICE
"Jun 28, 2024",2024-06-28,Model_A,3845,1497,288,17,0,14,8904,10348,2715,1835,4977,46,870,1430,2801,9617,ICE
"Jul 2, 2024",2024-07-02,Model_A,3427,1317,417,9,0,23,7869,9394,2455,1684,4453,65,819,1282,2593,8717,ICE
"Jul 6, 2024",2024-07-06,Model_A,2932,888,249,8,0,10,3237,5138,2095,1496,169,26,1387,298,1628,4543,ICE
"Jul 10, 2024",2024-07-10,Model_A,2534,878,360,16,0,22,4337,5693,2676,1740,207,128,959,334,1777,5133,ICE
"Jul 14, 2024",2024-07-14,Model_A,1747,601,227,6,0,13,2927,3910,1817,1394,133,89,674,200,1290,3498,ICE
"Jul 18, 2024",2024-07-18,Model_A,2064,706,266,11,0,6,3241,4465,2177,1423,141,120,769,202,1621,4004,ICE
"Jul 22, 2024",2024-07-22,Model_A,2720,999,421,5,0,8,4857,6489,2630,1688,732,679,1044,316,2350,5889,ICE
"Jul 26, 2024",2024-07-26,Model_A,2527,819,246,9,0,10,3617,5060,2166,1488,439,217,983,246,1898,4527,ICE
"Jul 30, 2024",2024-07-30,Model_A,2079,665,259,11,0,8,3433,4643,2077,1334,498,175,797,236,1704,4161,ICE
"Aug 3, 2024",2024-08-03,Model_A,1918,753,282,6,0,11,3440,4512,1778,1552,509,118,809,199,1480,4017,ICE
"Aug 7, 2024",2024-08-07,Model_A,2717,1019,293,13,0,14,5507,7054,2710,1615,1851,143,1320,296,2363,6458,ICE
"Aug 11, 2024",2024-08-11,Model_A,3780,1563,277,13,0,18,5447,7007,2064,2342,1824,103,1388,287,1976,6317,ICE
"Aug 15, 2024",2024-08-15,Model_A,3630,1457,413,24,0,17,5886,7676,2459,2441,1793,244,1439,327,2415,6953,ICE
"Aug 19, 2024",2024-08-19,Model_A,3757,1404,357,21,0,44,5736,7452,2499,2184,1871,207,842,469,2341,6675,ICE
"Aug 23, 2024",2024-08-23,Model_A,3359,1267,810,17,0,28,5088,7364,2281,1780,1680,880,762,486,2399,6603,ICE
"Aug 27, 2024",2024-08-27,Model_A,2914,1037,627,13,0,17,4606,6486,2337,1674,1561,295,647,436,2145,5872,ICE
"Aug 31, 2024",2024-08-31,Model_A,2475,934,549,29,0,19,4072,5675,2055,1545,1325,195,608,394,1814,5134,ICE
"Sep 4, 2024",2024-09-04,Model_A,2640,935,307,23,0,15,3246,4691,1955,1855,216,171,684,210,1782,4160,ICE
"Sep 8, 2024",2024-09-08,Model_A,2458,907,367,22,0,12,3265,4681,1967,1979,171,96,762,229,1587,4148,ICE
"Sep 12, 2024",2024-09-12,Model_A,2820,1074,302,40,0,20,3132,4686,1995,1805,170,187,726,212,1767,4163,ICE
"Sep 16, 2024",2024-09-16,Model_A,2531,931,294,38,0,15,2924,4458,1972,1700,127,167,635,212,1698,3916,ICE
"Sep 20, 2024",2024-09-20,Model_A,2321,853,251,24,0,9,2810,4136,1805,1547,174,131,643,208,1505,3699,ICE
"Sep 24, 2024",2024-09-24,Model_A,2284,820,268,27,0,17,2910,4198,1747,1611,216,117,697,192,1544,3769,ICE
"Sep 14, 2024",2024-09-14,Model_A,121,51,17,2,0,0,125,201,106,61,3,0,29,10,81,184,ICE
"Sep 18, 2024",2024-09-18,Model_A,120,49,16,4,0,0,115,202,100,74,0,4,26,5,87,191,ICE
"Sep 22, 2024",2024-09-22,Model_A,119,58,20,1,0,0,136,224,94,90,2,2,40,7,100,206,ICE
"Sep 26, 2024",2024-09-26,Model_A,116,48,17,3,0,0,124,201,111,57,3,4,25,6,92,189,ICE
"Sep 30, 2024",2024-09-30,Model_A,139,53,21,3,0,0,151,244,116,78,3,4,46,12,100,223,ICE
"Oct 4, 2024",2024-10-04,Model_A,82,38,18,1,0,0,107,191,97,49,1,3,30,5,80,182,ICE
"Oct 8, 2024",2024-10-08,Model_A,100,39,10,5,0,0,125,198,113,45,0,6,36,5,77,185,ICE
"Oct 12, 2024",2024-10-12,Model_A,90,31,14,0,0,0,101,183,91,49,2,4,35,10,76,167,ICE
"Oct 16, 2024",2024-10-16,Model_A,138,48,23,3,0,0,127,237,135,63,1,12,22,9,114,223,ICE
"Oct 20, 2024",2024-10-20,Model_A,140,57,27,2,0,0,147,246,131,75,5,0,40,9,97,229,ICE
"Oct 24, 2024",2024-10-24,Model_A,99,34,25,5,0,0,111,197,97,54,1,6,34,13,90,190,ICE
"Oct 28, 2024",2024-10-28,Model_A,0,0,24,0,0,0,180,215,107,62,0,5,48,0,100,205,ICE
"Nov 1, 2024",2024-11-01,Model_A,103,49,15,1,0,0,125,213,121,55,1,6,29,11,85,193,ICE
"Nov 5, 2024",2024-11-05,Model_A,91,43,7,4,0,0,148,241,127,52,3,14,48,9,91,219,ICE
"Nov 9, 2024",2024-11-09,Model_A,107,46,12,5,0,0,134,224,118,65,2,8,23,7,88,201,ICE
"Nov 13, 2024",2024-11-13,Model_A,99,44,16,3,0,0,120,205,117,62,2,1,24,7,79,192,ICE
"Nov 17, 2024",2024-11-17,Model_A,119,54,17,1,0,2,125,223,118,67,4,2,38,7,95,211,ICE
"Jan 1, 2024",2024-01-01,Model_B,481,165,70,2,0,0,953,1361,706,416,29,13,209,91,375,1251,ICE
"Jan 5, 2024",2024-01-05,Model_B,811,193,161,10,0,8,1502,2248,1046,841,47,72,267,112,697,2074,ICE
"Jan 9, 2024",2024-01-09,Model_B,694,207,155,13,0,10,1536,2296,1066,805,49,56,313,146,733,2144,ICE
"Jan 13, 2024",2024-01-13,Model_B,810,251,217,12,0,11,1685,2456,1152,868,72,58,329,150,743,2281,ICE
"Jan 17, 2024",2024-01-17,Model_B,793,276,216,12,0,10,1576,2310,1082,817,77,57,280,133,763,2162,ICE
